epoch,train_loss,eval_loss,eval_prec1,eval_prec5
0,0.9921640072795401,0.9206048931121826,79.69,95.41
1,0.9223023080928835,1.0696404886245727,79.33,95.28
2,0.9395776605674766,0.8689068651199341,79.91,95.55
3,0.9546430907504354,0.930478211593628,79.89,95.52
4,1.0120476007595105,0.8660230592727661,80.0,95.69
5,0.9874341198256318,1.0645891290664673,79.78,95.3
6,0.9283079230602206,0.7650657617092133,79.93,95.46
7,1.0042747373522167,0.817093587064743,80.26,95.47
8,0.950856464401021,0.8684287391662597,80.18,95.39
9,0.9224393159322793,0.8170288225650787,80.14,95.52
10,0.9462802222764141,1.0532045022964478,79.98,95.54
11,0.9765389833441922,0.9079046730041503,79.92,95.46
12,0.9604251985169862,0.8219064734458923,80.05,95.33
13,0.973376759732197,0.9890748199462891,79.87,95.46
14,1.0043953099358403,0.7163561229228973,80.27,95.66
15,0.9760358684365942,0.7631186371803284,80.16,95.54
16,0.9464709075709159,0.8247196681976319,80.04,95.57
17,0.9944264515757408,0.8847749317169189,80.19,95.45
18,0.9854014488592954,0.7697850696563721,80.15,95.56
19,0.9640018586427088,1.0228869110107421,79.81,95.51
20,0.9177372004459976,0.8650915615081787,80.2,95.52
21,1.0050395474066807,0.8666682718276978,80.0,95.49
22,0.9755481461423154,0.7274972959041596,80.41,95.65
23,0.903599092371943,0.999790335559845,79.9,95.42
24,0.9666629272600142,0.8402422081947327,80.03,95.48
25,0.944844996120194,0.8282753711700439,80.17,95.52
26,1.0351908388195818,0.8556686765670777,79.99,95.56
27,0.9382897468901474,0.7575358377933502,80.12,95.66
28,1.0192570011113578,0.8623848222732544,79.87,95.47
29,0.9731850764510268,0.912121724319458,79.71,95.52
30,0.9539632257097967,0.7415784771442413,80.13,95.64
31,0.9350346178579575,0.9514877710342408,79.83,95.52
32,0.9673778680504971,0.8478465637207031,79.77,95.51
33,0.9988809630999798,0.7430591572761536,80.25,95.67
34,1.0079686817511553,0.895734361076355,79.48,95.52
35,0.9085294485054004,0.7841849363327026,79.91,95.54
36,1.0361375711028311,0.8819514784812927,79.7,95.44
37,0.9651478894064429,0.8120045146942139,79.84,95.43
38,1.0547539565173214,1.0508951316833497,79.33,95.41
39,0.9731101052174953,0.93234667263031,79.9,95.43
40,0.9443467410517411,0.7959937240600586,79.95,95.49
41,0.9596554860281883,0.9315707993507385,79.85,95.44
42,0.9973541689647908,1.0828102806091309,79.39,95.37
43,1.0495667472558046,1.0229602420806885,79.2,95.29
44,0.9441368332116002,0.733760046339035,79.68,95.57
45,0.9857338153388681,0.9188424703598023,79.4,95.29
46,1.049954337753575,0.8213273082733155,79.72,95.37
47,1.081176939488373,0.7662364850997925,79.44,95.33
48,1.065366567993744,0.967592253780365,79.04,95.28
49,1.0024034506074904,0.7933795963287353,79.36,95.24
50,1.023816122269203,0.7932760427474975,79.28,95.39
51,1.0385296683896825,0.8784277572631836,79.38,95.29
52,1.0229331577499605,0.8951569279670716,79.3,95.25
53,0.9955657549040265,0.9352695993423462,79.19,95.2
54,1.0208531157346143,0.9141500381469727,79.29,95.15
55,1.0114461709667717,0.7801456459999084,79.63,95.43
56,1.0488218397340916,0.7966091669082641,79.28,95.29
57,1.0447942085192083,0.8400278587341309,79.41,95.38
58,0.9844720351787597,0.8873887926101685,79.27,95.27
59,1.0600577259910855,1.0730440494537354,79.31,95.24
60,1.0049479387023232,0.7767454092025757,79.3,95.09
61,1.015006977478078,0.8461239907264709,79.35,95.13
62,0.9906406208548442,0.8178016859054565,79.33,95.15
63,0.9552387091475474,0.7789418913841247,79.39,95.26
64,1.020578374220452,0.8858352692604065,79.25,95.12
65,1.0505104976850497,0.7533986679553986,79.69,95.38
66,0.9978428580506052,0.8289602232933044,79.29,95.11
67,1.0537480239717054,0.9262640990257264,79.05,94.98
68,1.047837825222525,0.8148708721160889,79.42,95.07
69,1.0489625764221295,0.7933820653915405,79.64,95.2
70,1.046176430443719,0.8579491134643554,79.27,95.11
71,1.04840888462665,0.7878341230392456,79.41,95.01
72,1.0224001975718138,0.8414270256042481,79.24,95.12
73,1.017484243563287,0.7658585144996644,79.22,95.2
74,1.0327300173200658,1.072053309059143,78.67,94.99
75,1.0785666197614694,0.8850054420471192,79.28,95.03
76,1.108522910228841,0.9957186458587647,78.93,95.06
77,0.9893605334638939,0.8666367390632629,79.02,95.02
78,1.0204722784297415,0.8416801439285279,79.4,95.0
79,1.0760085419507246,0.8266312705993653,79.35,94.97
80,1.0958373743787924,0.9819204299926758,78.91,94.9
81,1.0035973812397403,0.806706467628479,79.95,95.06
82,1.0589880967338625,0.9529768033981323,78.8,94.9
83,1.0605678187537744,0.896092730140686,79.41,95.0
84,1.0440309633919433,0.8323315457344055,79.58,94.91
85,0.9845753798640492,0.9973559371948242,79.24,94.89
86,1.0047102630252875,0.801177338886261,79.39,95.21
87,1.064951531550872,0.8929516265869141,79.17,95.07
88,1.0017212320610442,0.9425874573707581,79.07,94.81
89,1.0428015224053673,0.9284669427871705,79.35,94.94
90,1.0404124382535107,0.9050036772727966,79.14,94.95
91,1.0786368540570463,0.8099284065246583,79.32,95.16
92,0.979529167049673,0.8185615845680236,79.01,95.06
93,1.0984522954163722,0.7498322078704834,79.92,95.23
94,1.101025899435738,0.8218325437545776,79.33,95.06
95,1.03637657358422,0.8765024146080017,79.29,95.01
96,1.0727723578370334,0.8172517339706421,79.17,95.03
97,1.0330963424489226,0.8033051826477051,79.54,95.18
98,1.039019405765509,0.7898090635299683,79.42,95.17
99,0.9742932157750777,0.9094934919357299,79.39,94.89
100,1.0585541173567692,0.8314751533508301,79.21,94.96
101,1.0224073255928317,0.7664350553512573,79.71,95.13
102,0.9595816360736473,0.9481936413764953,79.25,94.83
103,0.9769072594376288,0.8963148834228516,79.02,94.75
104,1.0803283831335977,0.830849498462677,79.16,94.96
105,0.9982758858521372,0.7477773312568664,79.63,95.19
106,0.9683812668167827,0.8650749006271362,79.06,94.88
107,1.0680329221635867,1.0438630575180055,79.3,94.8
108,1.0276367735504035,0.7929735097885132,79.01,94.93
109,1.0481558100781887,0.8304342699050903,79.55,94.92
110,1.009622113080397,0.8857144340515136,79.34,94.94
111,0.9681893011767336,0.8990019031524659,79.27,94.87
112,1.002731064971293,0.8187224792480469,79.28,95.04
113,1.0306023152285135,0.8612360095977784,79.28,95.04
114,1.0649617731227765,0.7855588357925415,79.44,95.03
115,1.1095902215923146,0.9751634766578674,79.29,94.85
116,1.0548760328208133,0.906109709262848,79.49,95.06
117,1.1211449297648233,0.7804914428710937,79.57,95.04
118,1.0507577113740423,0.8492066193580627,79.54,95.14
119,1.0262867453938562,0.8287797420501709,79.27,95.04
120,1.0174472119072488,0.8676748831748963,79.1,94.95
121,1.0169464517074724,0.8502103749275207,79.58,95.01
122,1.0378682898994291,0.8519929697990417,79.38,94.94
123,0.9957446105844996,0.7691113420486451,79.58,95.18
124,1.072607273004577,0.8788891948699952,79.17,94.89
125,1.0277082240268607,0.7544034820556641,79.6,95.28
126,0.9629903932730458,0.9323730577468872,79.26,94.79
127,0.9986302518833157,0.8512406080245972,79.56,95.0
128,1.0047002122206816,0.9888773212432861,79.45,94.75
129,1.0367898595508631,0.778089237689972,79.66,95.04
130,1.053317677453828,0.7965901859283447,79.64,95.16
131,0.9830253871107681,0.9295932708740234,79.21,94.85
132,0.9477033664051457,0.8972600914955139,79.38,94.81
133,1.0667212190972248,0.8288514651298523,79.35,95.03
134,1.0335897472943447,0.8256093866348266,79.41,95.06
135,1.1033044054283834,0.8263149984359741,79.17,94.89
136,1.0041893037291252,0.775603551864624,79.7,95.1
137,1.009217122433738,0.8371176288604736,79.55,95.03
138,0.9836974198263372,0.973265251159668,79.16,94.93
139,1.0531775325193296,0.7531316469192505,79.52,95.15
140,0.13887644603982013,0.7756863321781159,79.87,95.49
141,0.14258736820364426,0.7699318000793457,79.93,95.53
142,0.1401552603545476,0.7734530678749084,80.03,95.4
143,0.13812067154580285,0.77154241604805,79.98,95.44
144,0.14066748296252896,0.7742082934856415,80.11,95.56
145,0.14257642052466676,0.7678762140274048,80.18,95.58
146,0.13966454435783832,0.7734044865131379,79.99,95.58
147,0.13749516700011669,0.7725597422599793,80.02,95.54
148,0.13738929363928745,0.7720829521179199,80.15,95.52
149,0.1378396689109552,0.7730678524971009,79.82,95.5
150,0.1393907182252514,0.7728322528839111,80.04,95.5
151,0.13791605017401956,0.7717153601646424,80.14,95.48
152,0.13876219507826734,0.7753064445972443,80.11,95.49
153,0.14062980306781972,0.7733994822978973,80.19,95.64
154,0.1352893506747965,0.770801242017746,79.85,95.6
155,0.13590302497682744,0.7698892414569855,79.95,95.61
156,0.13757438583731194,0.7745638564109802,80.07,95.42
157,0.13480181385322967,0.7687119795799255,80.21,95.5
158,0.13671648547186893,0.7712890851020813,80.09,95.52
159,0.1369559440318204,0.7678002626895905,80.21,95.53
160,0.1361888560553519,0.7764666893005371,79.97,95.58
161,0.13726444628266152,0.7715166215896606,79.85,95.55
162,0.13550273101018426,0.7729676748275757,80.08,95.53
163,0.1361802002741799,0.7722546118736268,80.03,95.56
164,0.13346615606363238,0.7715247174263,80.16,95.58
165,0.13214880222318726,0.7714811964988708,79.95,95.52
166,0.14044690897232745,0.7757026087284088,80.09,95.47
167,0.13396083430009065,0.7726604779243469,80.08,95.45
168,0.13776848543430564,0.7726479074954986,79.96,95.61
169,0.13501134216213043,0.7748737461566925,80.13,95.56
170,0.13518116905541183,0.776586623620987,79.9,95.53
171,0.1329929555996432,0.77668518409729,80.21,95.56
172,0.13260391653156464,0.7715018729686737,80.09,95.49
173,0.13187424315762122,0.7752669693946839,79.95,95.55
174,0.13639894459830662,0.776076489019394,80.03,95.57
175,0.13755354462680378,0.7715502794742585,80.04,95.62
176,0.1317314904435954,0.7753040861129761,80.08,95.46
177,0.13332943224304006,0.7708600076675415,80.09,95.57
178,0.13496834540527394,0.7739915040016174,80.07,95.58
179,0.13391982935721988,0.7775176700592041,79.95,95.52
180,0.13839875213162695,0.7723205360889435,80.31,95.58
181,0.1340847388386879,0.7734206684589386,80.22,95.55
182,0.13948442076217196,0.7755230443477631,80.1,95.61
183,0.13295581924434507,0.7755419413089752,80.18,95.49
184,0.1399784629708979,0.7714893147945404,80.22,95.58
185,0.13598135791041635,0.7754744660854339,79.99,95.53
186,0.13513604413226685,0.7758381771564483,80.14,95.62
187,0.13507281451768668,0.7738485476970672,80.08,95.59
188,0.13282706107700987,0.7720668386936188,80.1,95.4
189,0.13147923699490696,0.7764064929008484,80.02,95.59
190,0.1295401332530261,0.7769795431613922,80.0,95.49
191,0.13661633208680243,0.7710119438648224,80.22,95.61
192,0.136485500053697,0.7722155601024627,80.11,95.53
193,0.12917933179001193,0.7775621181488037,80.05,95.55
194,0.13242181542206666,0.7752738722801209,80.3,95.54
195,0.13309753079458633,0.7757788506507873,80.01,95.53
196,0.13741504532617735,0.7763940758228302,80.07,95.41
197,0.13268277299961267,0.7722920213222504,79.9,95.45
198,0.1321254560721516,0.7728306066989898,80.05,95.53
199,0.1322825839516448,0.7741752960205078,80.08,95.54
200,0.1339249140493543,0.773197158575058,80.07,95.56
201,0.1346194984894556,0.7753489275455475,80.06,95.63
202,0.12881239786000015,0.7772698070049285,80.17,95.59
203,0.1342061110957026,0.7760755805492401,80.04,95.59
204,0.1371072789465725,0.7739428198337555,80.12,95.45
205,0.12974680328643887,0.7717376711845398,80.11,95.59
206,0.13257505735155867,0.776121836566925,80.1,95.6
207,0.1329976840948784,0.7709634336948394,79.97,95.5
208,0.13441673682456437,0.7729152551651001,80.1,95.59
209,0.13458772336589542,0.7780558767318726,80.22,95.54
210,0.13181785475963514,0.7759017017841339,79.94,95.57
211,0.13217773101508387,0.7742545259952545,80.13,95.55
212,0.13365632238369746,0.7755263489246368,80.11,95.5
213,0.13400669170784432,0.7761505980014801,80.1,95.48
214,0.13157946863491923,0.7731419976711273,80.1,95.49
215,0.13457804399324289,0.773817950963974,80.2,95.67
216,0.13432249010906636,0.7742169942855835,80.04,95.47
217,0.12852346340955143,0.771235125207901,80.21,95.58
218,0.13308760532381897,0.7766895316600799,80.03,95.5
219,0.1349066378937488,0.7730709385871887,80.07,95.67
220,0.13220140506798417,0.7719576920509338,80.15,95.6
221,0.13146898676086785,0.7758290680408477,80.07,95.59
222,0.1341130224160287,0.7761473190307617,79.91,95.51
223,0.13358638961244942,0.777626461315155,79.88,95.64
224,0.13187555247552873,0.7733611849308014,80.02,95.59
225,0.13500467347274517,0.7776235069751739,79.98,95.45
226,0.12871465355005215,0.7747267352104187,80.14,95.65
227,0.13543491739965738,0.7751370627403259,80.14,95.6
228,0.1324158745523299,0.7732179658412933,80.16,95.62
229,0.1297282086215465,0.7722785300731659,80.13,95.55
230,0.1303269346930306,0.7733398000240326,80.09,95.56
231,0.1334253814114346,0.7706988618373871,80.16,95.61
232,0.13350020328992154,0.7747121865749359,80.13,95.58
233,0.13531619032770967,0.772506564283371,80.33,95.55
234,0.13369065742562888,0.7761775012493134,80.09,95.59
235,0.13400719958749838,0.7763026959896088,80.03,95.61
236,0.13246478861562727,0.782459332370758,79.97,95.59
237,0.13460911530882083,0.7757607794761657,79.99,95.47
238,0.1293858729503219,0.7760580730438232,80.12,95.56
239,0.13652958498645226,0.7737930830478669,80.01,95.53
240,0.12787449733853798,0.7716900134563446,80.11,95.54
241,0.13678727408682645,0.7750564428806305,80.08,95.52
242,0.13415220226238692,0.7730048063278199,80.18,95.46
243,0.12957792646143104,0.7748608755588532,80.13,95.56
244,0.13149350773776844,0.7740141277313233,80.05,95.6
245,0.13172138016790189,0.7781118062019348,79.98,95.52
246,0.13172154812554848,0.7743275346279145,80.1,95.63
247,0.13398243924757888,0.7730942078113556,80.15,95.52
248,0.1321613007486248,0.7726817299365998,80.16,95.61
249,0.1367231921391817,0.7728492321491242,80.13,95.51
250,0.13294938801955933,0.7742628309726715,80.14,95.63
251,0.13437123871414366,0.7741505867004395,80.0,95.48
252,0.13413997728105698,0.7770753315448761,80.1,95.55
253,0.1320848440162351,0.7742656079769135,80.04,95.56
254,0.12958608256717344,0.7732832174301147,80.26,95.48
255,0.13612614416549515,0.7754344778060913,80.1,95.65
256,0.13322061498705465,0.7773345589160919,80.11,95.58
257,0.1310051388933625,0.7754566314220428,80.01,95.6
258,0.13495770532747542,0.7746052844047546,79.96,95.58
259,0.13002845281484643,0.7738695131778717,80.22,95.63
260,0.1299571622826073,0.7739300370693207,80.13,95.45
261,0.13289708460987606,0.7791568417549133,80.02,95.53
262,0.1341928132403065,0.7739227201461792,80.05,95.52
263,0.13438111713463763,0.7722446269035339,80.2,95.58
264,0.13126516347886963,0.7770823545455933,80.13,95.61
265,0.13459368012893216,0.7754460529327393,80.13,95.61
266,0.13181619583682733,0.7738679752349854,80.04,95.71
267,0.13004167383672638,0.7748581785202027,80.13,95.52
268,0.12876198492305074,0.7747453879356384,80.26,95.54
269,0.13241438252825133,0.7733171957015991,80.18,95.63
